"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","description","description.1","description.2","data_processing","data_processing.1","data_processing.2","data_processing.3","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell type:ch1","disease status:ch1","gender:ch1"
"GSM2859421","DZQV_Th1/Th17_rep4","GSM2859421","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th1/Th17 cells","Homo sapiens","cell type: Th1/Th17 cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 156343","total_rna_yield (ng): 23.592","DZQV_Th1/Th17","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035251","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399196","NONE","Th1/Th17 cells","healthy","M"
"GSM2859422","DZQV_Th17_rep4","GSM2859422","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th17 cells","Homo sapiens","cell type: Th17 cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 205024","total_rna_yield (ng): 33.696","DZQV_Th17","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035250","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399197","NONE","Th17 cells","healthy","M"
"GSM2859423","DZQV_Th2_rep4","GSM2859423","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th2 cells","Homo sapiens","cell type: Th2 cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 82465","total_rna_yield (ng): 8.016","DZQV_Th2","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035249","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399198","NONE","Th2 cells","healthy","M"
"GSM2859424","DZQV_CD4_naive_rep4","GSM2859424","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Naive CD4 T cells","Homo sapiens","cell type: Naive CD4 T cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 58.056","DZQV_CD4_naive","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035248","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399199","NONE","Naive CD4 T cells","healthy","M"
"GSM2859425","DZQV_Progenitor_rep4","GSM2859425","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Progenitor cells","Homo sapiens","cell type: Progenitor cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 74692","total_rna_yield (ng): 15.024","DZQV_Progenitor","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035247","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399200","NONE","Progenitor cells","healthy","M"
"GSM2859426","DZQV_B_naive_rep4","GSM2859426","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Naive B cells","Homo sapiens","cell type: Naive B cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 702312","total_rna_yield (ng): 149.232","DZQV_B_naive","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035242","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399201","NONE","Naive B cells","healthy","M"
"GSM2859427","DZQV_B_NSM_rep4","GSM2859427","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Non-switched memory B cells","Homo sapiens","cell type: Non-switched memory B cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 171.612","DZQV_B_NSM","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035241","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399202","NONE","Non-switched memory B cells","healthy","M"
"GSM2859428","DZQV_B_Ex_rep4","GSM2859428","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Exhausted B cells","Homo sapiens","cell type: Exhausted B cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 149548","total_rna_yield (ng): 29.112","DZQV_B_Ex","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035243","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399203","NONE","Exhausted B cells","healthy","M"
"GSM2859429","DZQV_B_SM_rep4","GSM2859429","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Switched memory B cells","Homo sapiens","cell type: Switched memory B cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 176.736","DZQV_B_SM","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035244","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399204","NONE","Switched memory B cells","healthy","M"
"GSM2859430","DZQV_Plasmablasts_rep4","GSM2859430","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Plasmablasts","Homo sapiens","cell type: Plasmablasts","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 291240","total_rna_yield (ng): 755.112","DZQV_Plasmablasts","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035245","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399205","NONE","Plasmablasts","healthy","M"
"GSM2859431","DZQV_C_mono_rep4","GSM2859431","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Classical monocytes","Homo sapiens","cell type: Classical monocytes","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 300000","total_rna_yield (ng): 187.476","DZQV_C_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035246","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399206","NONE","Classical monocytes","healthy","M"
"GSM2859432","DZQV_I_mono_rep4","GSM2859432","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Intermediate monocytes","Homo sapiens","cell type: Intermediate monocytes","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 230847","total_rna_yield (ng): 326.124","DZQV_I_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035240","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399207","NONE","Intermediate monocytes","healthy","M"
"GSM2859433","DZQV_NC_mono_rep4","GSM2859433","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Non classical monocytes","Homo sapiens","cell type: Non classical monocytes","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 234326","total_rna_yield (ng): 120.108","DZQV_NC_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035239","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399208","NONE","Non classical monocytes","healthy","M"
"GSM2859434","DZQV_NK_rep4","GSM2859434","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Natural killer cells","Homo sapiens","cell type: Natural killer cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 300000","total_rna_yield (ng): 104.58","DZQV_NK","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035238","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399209","NONE","Natural killer cells","healthy","M"
"GSM2859435","DZQV_pDC_rep4","GSM2859435","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Plasmacytoid dendritic cells","Homo sapiens","cell type: Plasmacytoid dendritic cells","disease status: healthy","gender: M","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 200079","total_rna_yield (ng): 237.228","DZQV_pDC","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035237","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399210","NONE","Plasmacytoid dendritic cells","healthy","M"
